"","word","length","frequency","ageOfAcquisition","valence","arousal","dominance","ReactionTime","concreteness","polysemy","information","phonologicalDensity"
"84928","strand",7,144,8.39,5,3.27,5.15,-0.449240425872846,4.1,6,8.286,3
"84938","stranger",9,383,4.53,4.09,5.8,4.84,-0.451632768563583,3.76,2,9.892,2
"84953","strap",6,83,5.61,5.1,4.23,5.71,-0.322208768669369,4.79,4,5.154,9
"84983","straw",5,397,4.22,5.89,2.35,5.24,-0.737853375582304,4.77,4,9.392,4
"84999","stray",5,9,7.58,4.14,3.71,5.68,-0.140559943115841,2.76,1,12.481,11
"85006","streak",6,100,7.79,5.37,4.5,5.3,-0.276793032787373,3.67,4,3.87,11
"85017","stream",6,661,6.47,6.9,4.35,5.09,-0.65225963339198,4.5,5,4.537,10
"85034","street",6,4546,4.58,5.07,3.45,5.41,-0.577729468294502,4.75,5,5.152,9
"85035","streetcar",9,11,9.95,5.44,3.75,5.24,0.358122949995541,4.89,1,11.512,0
"85044","strength",7,1639,6.21,6.73,5.3,7.42,-0.871526156787866,2.96,9,8.335,2
"85057","stress",6,492,10,1.79,4.72,3.85,-0.483111129259265,2.62,5,8.57,8
"85065","stretch",6,439,5.47,5,4.73,6.23,-0.388352445914906,3.62,7,9.603,5
"85070","stretcher",8,37,9.39,3.1,3.82,5.04,0.357667177770546,4.56,4,10.189,4
"85109","stride",6,126,9.21,5.81,4.1,5.1,-0.305442518365538,3.81,3,9.34,11
"85126","strife",6,111,11.78,3.68,4.17,4.18,0.0256900145883212,2.2,2,9.431,5
"85127","strike",6,890,7.75,3.06,5.52,3.28,-0.701075486819325,4.07,6,8.094,11
"85139","striker",8,8,9.17,3.73,5.72,5.3,-0.234534304100572,3.73,5,9.699,6
"85158","string",6,391,4.94,5.25,3.8,5.62,-0.39323264288214,4.76,10,7.571,21
"85181","strings",7,171,5.74,5.28,2.58,5,-0.343108549092703,4.75,10,7.678,7
"85188","strip",6,318,7.65,4.68,5.27,5.81,-0.545909669681987,3.75,6,7.136,11
"85194","stripe",6,31,4.05,5.24,3.67,5.21,-0.275917675712407,4.72,5,5.796,13
"85205","stripper",8,5,11.11,5.19,5.57,5,-0.377443647974885,4.78,4,8.415,7
"85215","striptease",9,16,14.84,5.32,6.8,5.45,0.268566433782553,3.72,2,5.443,0
"85227","stroke",6,309,9.24,4.19,4.95,4.19,-0.518684398480728,4.1,12,8.1,12
"85233","stroll",6,51,7.83,6.25,3.22,6.82,-0.371823827833308,3.97,1,9.801,10
"85251","stronghold",10,37,9.78,5.44,3.95,5.04,0.212854879590371,2.81,1,10.34,1
"85283","structure",9,1507,9.45,5.68,4,5.83,-0.5387306315052,4.03,5,7.955,3
"85291","struggle",7,836,9.8,3,5.9,3.67,-0.583496994167119,2.79,3,10.573,3
"85310","strut",6,13,9,5.6,5.46,6.39,0.312947983050721,3.97,2,7.154,8
"85318","stub",5,27,9.47,3.89,3.86,4.05,0.114471503129703,4.4,5,10.14,15
"85356","stud",5,34,10.78,4.89,5.14,5.05,-0.428709687919875,4,5,5.028,25
"85362","student",8,1866,5.94,6.41,4.25,6.79,-0.798602856470478,4.92,2,7.969,1
"85387","study",6,1750,6.58,5.78,2.55,5.33,-0.605214652770588,3.7,10,6.941,8
"85390","stuff",5,1154,5,5.86,3.52,4.83,-0.558670858626215,3.13,7,7.112,17
"85414","stumble",7,3,7.94,3.76,4.76,4.2,-0.495551182513293,3.75,2,12.087,4
"85436","stump",6,74,7.58,4.62,3.85,4.54,-0.0312716304361272,4.78,4,11.011,7
"85456","stunner",7,7,11.33,5.76,4.5,5.85,0.0381713434576429,3.25,2,11.376,8
"85462","stunt",6,61,8.74,4.95,4.81,4.4,-0.294029725997494,3.24,2,8.268,8
"85480","stupid",8,0,4.4,2.84,4.34,4.03,-0.673983859331314,1.75,1,10.058,2
"85496","stutter",7,8,8.78,2.95,4.48,4.72,0.168748694312972,3.97,1,13.124,5
"85508","style",5,1542,7.58,6.81,4.6,7.47,-0.545900076013139,2.67,9,6.448,15
"85518","stylist",8,11,8.6,6,3.32,5.56,-0.0143443786093555,4.08,2,9.096,3
"85544","sub",4,9,6.55,5,3.35,5.45,-0.0583216167537818,3.46,2,9.915,24
"85590","subject",8,2244,7.3,5.33,4.2,6.37,-0.64046787728603,3.14,8,5.502,4
"85765","substance",9,386,9.68,4.29,3.62,5.75,-0.329355683919059,3.44,7,8.748,0
"85826","suburb",6,114,9.52,5.52,4.25,5.71,-0.0791669820752644,3.76,1,8.365,1
"85844","subway",6,37,7.68,5.44,4.41,4.68,-0.254937861549115,4.86,2,10.195,1
"85850","success",7,1838,9.25,7.49,5.8,6.38,-0.620418427656375,2.21,4,7.761,1
"85882","suck",4,21,5.58,3.71,5.6,5.47,-0.498244759489375,3.46,1,6.726,39
"85886","sucker",6,19,6.11,4,4.74,4.17,-0.144647103087728,3.79,7,8.668,21
"85903","suction",6,29,9.42,4.25,3.81,4.88,0.536570543775281,3.96,2,10.198,1
"85913","suds",5,22,6.79,5.24,3.73,5.5,0.738400308937975,4.59,2,9.843,13
"85919","suede",5,58,10.5,5.36,2.75,5.71,0.126372370816811,4.24,2,4.786,9
"85963","sugar",6,976,3.95,6.56,5.29,6.32,-0.64365341080552,4.87,3,6.789,4
"86000","suit",4,662,6.67,5.89,3.05,5.17,-0.469057736394243,4.97,6,7.353,33
"86006","suitcase",7,220,8.22,5.25,3.24,5.5,-0.140551687678213,4.97,1,11.665,0
"86008","suite",5,191,9.37,7.05,3.61,6.16,-0.414198442287674,4.16,4,4.602,15
"86013","suitor",6,17,11.94,5.63,3.67,5.58,-0.0898921638856357,3.77,1,12.235,23
"86018","sulk",5,5,7.84,3.22,3.3,3.68,-0.376788404133856,2.86,1,13.611,8
"86056","sultan",7,27,9.24,4.48,3.48,4.94,0.0428705594086983,4.31,1,9.642,2
"86067","sum",4,568,7.1,5.71,3.1,5.88,-0.300297483990694,2.89,6,8.532,37
"86085","summer",6,2165,4.33,7.5,5.48,6.61,-0.258590156599135,3.64,2,7.861,17
"86104","summit",6,241,10.11,5.5,4.35,4.45,-0.45678202892152,4.21,3,7.323,4
"86111","summons",7,74,12.2,3.6,5.14,3.84,0.0556941442349079,2.97,3,11.505,6
"86128","sun",4,2689,3.4,6.92,4.64,4.98,-0.779650490715433,4.83,5,7.399,42
"86143","sunburn",7,35,7.26,2.76,4.45,4.12,-0.38727671703922,4.57,2,9.958,2
"86149","sundae",6,2,5.11,7.76,4.79,5.8,0.243764103603498,4.59,1,5.868,5
"86167","sundown",7,33,6.11,6.21,3.71,4.4,0.175312563550296,4.17,1,7.637,1
"86198","sunlight",7,392,5,7.46,4.44,6.12,-0.581453977254461,4.45,1,9.036,1
"86217","sunrise",7,51,5.72,7.35,4.68,5.95,-0.415076691320879,4.69,3,7.419,1
"86219","sunroof",7,3,11.15,6.47,3.24,6.17,0.0830584405819993,4.68,1,6.215,1
"86223","sunset",7,165,6.06,7.46,4.68,5.32,-0.419993308229466,4.54,3,7.758,3
"86227","sunshine",7,302,4.58,8.14,5.32,5.43,-0.373963866961146,4.21,3,7.546,1
"86233","suntan",7,10,6.44,6.05,4.25,5.39,0.167329719018585,4.04,1,12.368,0
"86244","super",6,6,5.32,7.05,4.25,6.91,-0.668824579855315,1.9,1,6.99,19
"86360","supper",6,480,6.32,6.72,3.6,5.64,-0.348421101155163,4.63,2,9.073,12
"86398","supply",6,1082,8.73,5.11,3.28,5.24,-0.48026243614083,3.43,3,6.146,4
"86404","support",6,2349,8.53,6.89,3.05,6.11,-0.514446812842513,2.83,11,5.365,4
"86481","surf",4,113,7.4,6.05,5.57,5.18,-0.439073733985198,4.57,1,7.87,13
"86483","surface",6,1721,8.86,5.62,3.04,5.16,-0.642096256085015,4.26,6,8.29,4
"86502","surfer",6,5,7.58,5.47,5.38,5.74,-0.279847123005018,4.73,1,6.956,10
"86513","surge",4,126,9.82,5,5.22,5.92,0.0130041792775525,2.78,3,8.804,19
"86517","surgeon",6,146,8.58,5.05,5.78,5,-0.285273490192321,4.54,1,7.584,6
"86546","surname",6,37,12.22,5.1,3.68,5.76,-0.331846738524169,2.79,1,9.013,1
"86557","surplus",7,241,11.33,5.68,3.6,6.58,0.108026281238874,3.33,1,9.905,0
"86560","surprise",7,1001,5.47,7.44,6.57,5.17,-0.463893663378602,3.24,3,8.562,5
"86589","surround",7,6,8.05,5.42,3.32,4.43,-0.373486449654763,2.81,1,8.127,3
"86604","survey",5,543,11.26,5.55,3.68,6.93,-0.463762863422495,4.08,3,6.417,10
"86627","suspect",8,40,8.58,2.39,4.57,3.22,-0.514122882592231,2.59,2,9.552,2
"86642","suspense",8,53,9.53,5.26,5.84,4.95,-0.20378004685839,1.85,3,8.087,2
"86658","suture",6,4,14.61,4.36,4.63,4.65,1.44553803620227,4.15,3,12.641,8
"86665","swab",5,10,8.94,4.7,2.56,5.27,0.168538018216233,4.34,2,7.303,10
"86694","swallow",6,26,5.17,5.57,3.78,5.72,-0.582822343180737,3.89,3,9.526,4
"86712","swamp",6,76,7.95,4.42,3.33,4.12,-0.343874559564713,4.96,2,9.703,6
"86742","swap",5,11,7.53,5.24,3.7,5.12,-0.272835836478774,3.85,1,8.822,16
"86750","swarm",5,32,8.68,3.76,6.26,3.92,-0.248101495998364,3.97,2,9.327,6
"86773","swat",5,2,7.25,4.38,6.21,5.24,0.0729626401609327,4.27,1,8.622,16
"86789","sway",4,38,9.58,5.25,3.68,6.15,-0.360654456785929,3.6,2,9.422,12
"86819","sweat",5,445,7.26,4.38,5.1,4.69,-0.40618409960732,4.71,4,8.542,11
"86826","sweater",7,196,5.22,6.19,2.8,5.95,-0.305359724235758,4.78,2,6.156,8
"86837","sweatshirt",8,7,5,6.24,2.56,5.05,0.0983299454761717,4.93,1,3.209,1
"86839","sweatshop",8,2,11.33,2.53,5.95,3.39,0.309386352584898,4.07,1,12.971,1
"86848","sweep",5,93,4.2,5.27,3.89,5.76,-0.572443112280672,3.72,6,10.231,13
"86850","sweeper",7,13,8.22,5.35,3.23,6.22,0.0893516489842203,4.31,3,3.84,6
"86863","sweet",5,84,4.53,7.77,4.14,6.12,-0.53648663952802,4,5,8.764,15
"86880","sweetheart",8,60,6.26,7.84,5.39,6.76,-0.331871415769177,2.79,3,9.001,1
"86882","sweetie",6,9,6.55,7.56,4.35,5.89,-0.0204530838818641,2.54,1,8.25,6
"86888","sweetness",8,99,6.89,7.37,4.37,5.92,-0.254463964657014,2.83,4,11.951,0
"86900","swell",5,60,7.42,5.05,4.56,5.59,-0.325577295954462,3.31,4,9.973,14
"86920","swerve",5,7,8.69,4.33,5.35,4.73,-0.052488901353838,4,2,12.266,4
"86926","swift",6,0,7.79,5.83,4.88,6.24,-0.505427465905873,3.04,4,8.844,7
"86945","swim",5,153,4.17,6.71,6.05,6.47,-0.595411320190995,4.43,1,8.57,15
"86947","swimmer",7,41,5.11,6.26,4.26,6.48,-0.261169540990186,4.77,2,11.54,9
"86949","swimming",7,108,4.58,7.2,5.13,5.83,-0.481897196434042,4.44,1,7.929,5
"86962","swimsuit",8,11,5.61,6.05,5.8,5.08,-0.136549116787229,4.78,1,6.054,1
"86964","swindle",7,8,11.06,3,4.32,4.13,-0.175888105549101,2.68,1,8.781,6
"86967","swindler",9,10,11.67,2.33,4.82,3.86,0.540948287787898,3.37,1,14.548,5
"86972","swine",5,18,10.7,3.11,3.71,4.78,-0.317817242396458,4.5,1,8.937,11
"86975","swing",5,252,4.16,6.95,4.1,6.16,-0.264402570685048,4.54,9,8.334,21
"86981","swinger",7,23,13.74,4.37,5.81,4.96,-0.299739691280411,3.29,2,7.068,11
"86995","swipe",5,9,9.63,4.47,3.68,5,-0.560969363049694,4.26,1,12.664,9
"87001","swirl",5,21,6.67,6.45,4.58,5.12,-0.208105309641914,3.93,1,9.12,8
"87007","swish",5,11,9.89,5.79,3.95,5.8,0.109633874471142,3.04,1,5.518,10
"87021","switch",5,315,4.78,5.29,3.9,6,-0.584244946149098,4.07,7,7.565,14
"87026","switchblade",9,4,10.32,3.45,5.71,4.44,0.23366738705485,5,1,9.548,1
"87028","switchboard",8,73,8.56,4.86,3.65,5.31,-0.141648687912263,4.61,1,4.553,1
"87052","swivel",6,52,9.53,5.26,4.62,5.52,0.203055914176595,3.9,1,6.11,3
"87069","swoon",5,10,12.17,5.76,3.83,5.67,0.00426913431055024,3,1,10.575,9
"87075","swoop",5,13,6.11,5.16,5.62,5.04,-0.36083203164402,3.19,3,5.754,14
"87083","sword",4,237,5.45,5.27,5.95,6,-0.487313571158142,4.93,1,8.442,21
"87092","swordfish",7,8,9.33,6.15,5.15,5.19,-0.0374042301607476,4.89,2,7.336,0
"87094","swordplay",7,2,10,4.94,6.14,4.96,0.622625914640429,4.09,1,6.973,0
"87166","symbol",6,420,7.26,5.67,2.77,4.96,-0.610941479282829,3.11,2,7.854,6
"87202","symptom",8,109,8.68,3.33,4.17,5,-0.494473881508937,3.19,2,9.016,1
"87242","syndrome",8,92,11.72,4.33,4.68,3.77,-0.174230883619894,2.48,2,1.753,1
"87280","syringe",7,29,10.63,3.05,4.81,5.39,0.306797791242465,4.81,1,10.821,1
"87286","syrup",6,113,5.42,6.44,3.11,5.25,-0.271988266359796,4.76,1,3.708,3
"87289","system",7,5352,9.9,5.5,3.38,5.65,-0.505106332887537,2.94,9,5.047,1
"87306","tab",4,26,9.33,5.09,4.42,5.71,-0.306933820005247,4.14,5,7.448,28
"87317","table",5,3645,4.39,5.49,3,5.84,-0.402783962254919,4.9,6,6.639,11
"87343","tablet",7,48,6.83,6.21,3.65,6.1,-0.567888344816245,4.82,4,7.389,1
"87350","tabloid",7,16,10.95,4.84,3.32,3.93,0.239234564306351,4.07,2,11.637,1
"87352","taboo",5,47,12.26,4.53,5.06,3.94,-0.238265260622507,1.67,2,7.12,6
"87378","tack",4,38,6.63,4.42,2.85,5,-0.0363357304686865,4.5,6,6.685,46
"87387","tackle",5,325,9.3,5.38,4.43,5.2,-0.36359748111951,4.28,5,8.852,8
"87398","tact",5,76,10.42,5.71,3.95,5.94,-0.237028659497281,1.76,1,11.753,26
"87401","tactic",7,101,11,5.7,5.05,6.19,-0.298216294073869,2.1,1,8.805,3
"87412","tadpole",7,4,6.37,6,4.17,5.32,-0.0260934009619878,4.86,1,5.363,1
"87418","taffy",5,1,7.44,5.95,3.45,5,1.28311530099469,4.79,1,2.772,9
"87419","tag",4,82,5,4.79,3.29,5.88,-0.621146117771162,4.25,5,7.536,30
"87429","tail",4,547,3.7,5.3,3.27,5.32,-0.755207599031894,4.96,8,8.641,37
"87443","tailgate",7,9,11.28,4.81,4.57,4.8,0.13533488147988,3.93,1,9.045,0
"87452","tailor",6,43,9.83,5.29,3.61,6.17,-0.445962992615012,4.67,1,11.446,21
"87469","taint",5,14,9.84,3.77,4.43,4.45,-0.0477092838489511,2.19,1,12.424,10
"87479","take",4,0,4.37,4.82,4.52,4.83,-0.377428188414227,3.06,2,6.682,33
"87524","taker",6,9,7.9,3.17,3.82,3.7,0.34938389271374,2.3,2,8.834,18
"87575","tale",4,313,6.32,5.95,3.09,6.19,-0.306740690759166,3.23,2,7.149,37
"87578","talent",7,431,7,6.3,5.6,6.11,-0.75164913427575,2.19,2,9.162,4
"87589","talk",4,747,3.68,6.64,3.38,6.44,-0.912099686067386,4.07,5,7.501,30
"87603","talker",6,35,5.74,4.55,4.05,6,-0.280691650716456,4.39,1,9.985,13
"87650","tally",5,19,10.16,4.74,3.44,6.29,-0.0290368478072087,3.07,3,9.514,20
"87659","talon",6,0,10.53,5.06,4.9,4.72,-0.168491417912765,4.8,1,5.428,7
"87678","tamer",6,0,11.06,5.48,3.76,5.92,0.696161537606553,2.64,1,6.472,13
"87700","tampon",7,8,12.11,3.1,4.22,5.54,-0.028482912969391,4.86,1,10.575,1
"87703","tan",4,50,7.05,6.05,3.75,5.5,-0.538760124212036,4.29,3,6.877,42
"87710","tang",4,28,9.11,4.62,4.05,5.32,0.365562382029563,4.42,7,6.93,19
"87725","tangle",6,95,6.32,3.95,4.52,4.35,-0.349126825099917,3.96,2,12.511,10
"87735","tango",6,17,10.67,5.47,4.48,6.04,-0.531508705327845,4.1,2,7.195,2
"87743","tank",5,364,7.17,4.71,4.32,4.92,-0.732355012877558,4.8,5,6.317,19
"87750","tanker",7,24,9.05,4.74,4,5.33,0.293191345509991,4.68,2,9.578,14
"87782","tantrum",8,15,6.65,3.15,5.05,3.4,0.0991132594316466,3.37,1,7.968,1
"87793","tap",4,261,5.84,5.33,3.95,6.12,-0.814478362886362,4.29,8,9.338,35
"87804","tape",4,508,4.42,5.5,3.4,5.11,-0.776476525192669,4.9,5,6.655,19
"87838","taps",5,42,8.9,4.79,3.14,4.58,-0.469408691935428,3.75,8,4.814,21
"87842","tar",4,77,7.22,3.9,3.65,5.1,-0.0893488822528611,4.78,2,6.529,36
"87861","target",6,592,7.58,5.24,5.35,6.42,-0.695295922525335,4.11,5,9.345,2
"87865","tarmac",6,48,13.35,4.76,3.1,5.35,0.0683846753514012,4.8,2,12.667,0
"87886","tarot",5,14,11.94,3.9,3.96,4.77,0.505417000305197,3.4,1,7.243,10
"87909","tart",4,39,8.26,5.43,4.8,5.68,-0.274723980882231,3.27,3,7.527,19
"87913","tartar",6,12,9.94,4.52,2.73,5.38,0.0506666205239534,4.4,4,6.977,11
"87926","task",5,1174,7.89,6.05,3.83,6.18,-0.540168136971955,2.84,2,8.647,12
"87938","tassel",5,5,9.35,4.95,4.78,5.32,0.290664815421768,4.73,1,6.309,8
"87941","taste",5,863,4.26,6.63,4.56,7.33,-0.817002353896733,4.07,7,8.517,19
"87989","tattoo",5,45,7.79,4.45,5,6.63,-0.498222931211735,4.71,3,7.492,7
"87999","taunt",5,5,8.06,3.4,4.85,3.23,-0.318324360283152,2.93,1,12.469,16
"88017","tavern",6,65,8.84,5.55,4.22,5,-0.104866700882036,4.78,1,8.253,2
"88029","tax",5,1949,8.94,3,4.52,3.05,-0.746642150673265,3.89,1,6.054,32
"88044","taxi",6,509,7.58,4.79,3.79,4.53,-0.736971805469006,4.93,1,9.023,7
"88073","tea",3,1589,5.47,6.56,2.05,6,-0.788048306181557,4.69,5,5.843,46
"88084","teacher",6,1420,4.55,7.37,2.9,5.95,-0.65897246643885,4.52,2,8.401,6
"88102","teacup",6,21,5.39,6.5,3.57,5.58,-0.231053857696659,4.92,2,8.948,0
"88114","teal",4,4,9.42,5.7,3.73,5.7,-0.0570124467629547,4.07,2,3.804,38
"88117","team",4,1514,6,5.91,3.38,6.53,-0.765433612321692,3.79,2,6.482,28
"88126","teamwork",7,30,7.8,6.26,4.64,5.54,0.00654724717122102,2.37,1,11.13,0
"88129","teapot",6,53,6.22,6,3.39,5.67,-0.779708515362509,4.96,1,8.885,0
"88131","tear",4,72,4.89,3.14,4.8,5.68,-0.567490572309851,4.56,4,8.608,34
"88175","tease",4,17,5.11,4.17,5.21,5.24,-0.548374095388518,2.59,3,8.72,41
"88189","teaspoon",7,48,5.26,5.25,2.47,5.43,-0.239793440942899,4.76,2,11.382,1
"88213","tech",4,70,12.9,5.77,4.1,5.55,0.303025719991113,3.03,1,4.744,31
"88225","technique",7,567,11.9,7,3.45,5.68,-0.308374588302384,2.4,2,8.498,2
"88252","tee",3,52,8.21,5.4,3.68,6.15,-0.204844632695145,4.59,3,4.863,46
"88275","teens",5,88,7.84,5.58,3.96,4,-0.258349118948694,3.69,1,4.571,21
"88413","teller",6,27,9.9,5.33,3,4.32,0.0144988058352844,4.38,4,6.7,21
"88438","temp",5,5,11.06,4.63,3.62,4.9,-0.147573996134413,2.92,1,7.617,9
"88439","temper",7,272,6.22,3.89,4.9,4.61,-0.554618415953387,2.56,4,9.323,10
"88456","tempest",8,55,12.53,4.52,5.26,4.62,-0.214615057830278,3.17,2,8.508,0
"88464","template",8,18,11.44,5.45,3.46,4.86,-0.407500491533212,4.19,1,8.768,3
"88466","temple",6,416,8.79,5.3,3.36,5.84,-0.584930397677215,4.53,4,8.53,4
"88468","tempo",6,105,9.67,5.59,4,6,0.121740075201337,2.81,2,7.851,6
"88488","temptress",9,1,12.2,4.68,5.43,4.42,0.226897825785811,3.08,1,6.6,0
"88491","ten",4,0,3.58,5.16,3.1,4.8,-0.842047117072289,3.39,2,8.257,40
"88501","tenant",7,156,10.33,4.57,2.59,5.41,-0.0848246628520006,4.55,3,10.041,3
"88521","tender",7,14,7.11,6.47,3.22,5.85,-0.482313848908165,2.58,6,9.939,15
"88549","tendon",7,54,9.58,5.11,3.3,4.68,0.0105782545149047,4.47,1,7.073,3
"88566","tennis",6,398,7.53,5.4,3.89,5.68,-0.386116300512232,4.43,1,5.335,10
"88572","tenor",6,54,12.56,5.48,4,5.69,-0.182579366945298,3.04,5,9.193,25
"88580","tense",5,38,9.35,2.75,5.32,4.72,-0.510681249988517,2.35,1,9.868,19
"88593","tension",6,611,9.72,3.6,5.08,4.53,-0.496489450461994,2.6,6,9.724,4
"88596","tent",5,657,5.16,6.23,3.38,5.91,-0.702964906312357,4.96,2,9.144,27
"88616","tenure",8,519,15.79,4.6,3.65,5.68,0.211575426572066,2.42,2,9.319,3
"88635","term",4,1480,8.28,5.57,3.6,5.5,-0.499379327925829,2.82,7,6.506,22
"88660","termite",6,13,7.94,3.08,4.24,3.53,0.0950309643790601,4.7,1,9.507,1
"88671","terrace",6,374,9.89,5.33,3.52,4.86,-0.366628602836151,4.67,3,6.671,9
"88679","terrain",6,154,10.95,5.53,3.09,4.83,-0.196648868953356,4.27,1,8.815,5
"88687","terrier",6,20,8.68,6.2,3.75,5.32,-0.253558750578525,4.62,1,1.129,8
"88702","terror",6,491,8.79,2.75,6.35,2.95,-0.561062189772486,2.43,4,6.21,19
"88729","test",5,1201,6.26,4.44,4.3,4.06,-0.82045962132377,3.93,6,7.203,26
"88792","tether",6,10,10.67,4.32,4.19,4.7,0.764535573861913,3.67,1,14.082,11
"88802","text",6,507,7.78,6.5,3.48,6.33,-0.909958179127205,4.93,4,5.09,7
"88803","textbook",9,38,7.58,5,2.94,5.17,-0.408944797679284,4.86,1,10.774,1
"88805","textile",8,89,9.75,4.89,3.38,5.71,-0.551268021630543,4.23,1,9.349,1
"88810","texture",8,197,9.35,5.57,3.33,5.29,-0.569399368681791,3.83,5,9.4,2
"88835","thanks",6,392,3.53,7.73,4.05,6.72,-0.680314451932503,2.15,2,7.72,10
"88847","thatch",4,33,10.72,5.2,2.8,4.86,0.306029787458106,3.83,4,12.268,9
"88856","thaw",3,25,8.11,4.95,3.84,5.82,-0.0812746542532737,3.8,3,10.978,21
"88874","theft",5,136,8.11,2.6,5.17,3.93,-0.555698521337458,2.93,1,5.2,4
"88887","theme",4,496,8.5,5.43,3.08,5.9,-0.75221101735299,2.72,5,7.707,11
"88924","theory",5,1955,9.37,5.65,4.41,5.76,-0.651910628189659,1.47,3,7.219,11
"88957","thermal",5,5,11.05,5.36,3.48,5.09,-0.177244623385138,3.21,1,9.734,2
"88975","thermos",6,26,8.29,5.79,3.15,5.17,0.342543199148867,4.67,1,6.845,2
"88990","thesis",6,320,12.83,4.7,4.1,5.88,0.360643839167706,3.71,2,10.201,2
"89002","thick",4,48,5.61,4.63,3.13,5.72,-0.607956408052685,4,1,10.224,20
"89020","thicket",6,54,7.89,4.33,3.25,4.45,0.231943894487389,4.26,1,12.779,3
"89024","thickness",7,66,6.42,5.19,3.74,4.95,-0.411646305603863,3.37,4,9.235,1
"89029","thief",4,120,7.22,2.32,6.05,3.14,-0.579083573819752,4.37,1,9.303,8
"89041","thigh",3,227,6.42,5.22,5.32,5.73,0.0292330590286746,4.9,2,9.331,26
"89053","thing",4,9722,4.58,5.55,3.43,5.41,-0.567579325867197,3.17,12,5.728,24
"89067","think",5,0,4.75,6.68,3.75,6.5,-0.573739253526599,2.41,1,5.579,19
"89070","thinker",7,52,7.61,7.26,4.45,7.68,-0.349665001808069,2.54,2,10.122,10
"89106","third",4,142,4.58,5,2.64,5.61,-0.437333984190448,3.44,6,7.559,13
"89121","thirst",5,107,6.06,4.14,4.12,6,-0.478535592123707,3.04,2,7.719,10
"89148","thirty",5,0,5.94,4.74,3.57,5.7,-0.347157173292558,3.75,1,9.277,10
"89152","thistle",5,24,10.59,4.95,3.9,3.73,-0.148748597508681,4.45,1,4.019,4
"89161","thong",4,11,12.41,5.48,4.68,5.16,-0.409302927397315,4.93,5,5.965,19
"89166","thorn",4,89,5.97,3.62,4.2,4.1,-0.564532087441726,5,3,9.674,14
"89185","thought",4,2316,5.89,6.76,4.16,6.15,-0.561427483371675,1.97,4,7.782,17
"89202","thousand",6,0,6.6,6.44,3.5,6,-0.432301600818393,3.08,1,7.089,3
"89223","thread",5,182,7.06,5.5,3.87,5.5,-0.621401199834786,4.83,4,3.978,9
"89231","threat",5,1099,7.14,2.63,6.57,3.6,-0.682238053809813,2.52,4,8.166,8
"89239","three",4,0,3.69,5.43,3.38,5.45,-0.64112123975864,3.62,2,7.585,15
"89270","threesome",7,7,12.58,5.89,5.7,6,-0.120254866462222,3.52,2,6.27,0
"89287","threshold",9,188,11.9,5.53,3.09,4.61,-0.170495988435156,3.48,5,8.232,0
"89303","thrift",6,25,10.47,5.72,2.95,5.93,-0.113311396633666,2.36,2,10.415,6
"89311","thrill",5,89,8.37,7.37,7.19,6.09,-0.534812653351842,2.46,3,9.593,13
"89314","thriller",7,36,8.25,5.75,6,4.57,-0.544168956018599,2.21,1,5.241,5
"89325","throat",5,770,5.09,4.76,4.2,5.84,-0.65408652273437,4.97,4,5.3,9
"89344","throne",5,175,7.28,5.45,5.22,6.19,-0.337133426208516,4.64,3,9.597,9
"89354","throttle",6,30,10.61,5.55,5.36,5.71,-0.458230003474282,4.24,2,9.475,2
"89372","throw",4,121,4.14,5.55,4.52,6.12,-0.761609392924736,4.04,5,9.393,17
"89378","throwback",7,17,13.65,5.42,4.57,5,0.096545291860003,2.23,2,7.287,0
"89382","thrower",6,15,8.65,4.57,3.58,5.24,0.0916546798259622,3.46,3,5.533,7
"89438","thrust",6,223,9.72,5.75,5.29,6.11,-0.428988207930887,3.29,5,11.11,7
"89445","thud",4,40,8.06,4.24,5.05,4.52,-0.267013025413321,3.2,1,8.466,11
"89451","thug",4,21,10.56,2.52,5.48,3.53,-0.415483814192064,4.3,1,6.92,15
"89454","thumb",4,401,4.42,5.62,3.84,5.79,-0.700703159011154,4.96,3,7.393,22
"89470","thump",5,38,7.63,4.42,4,5.5,-0.279588534266147,3.77,2,9.038,16
"89479","thunder",7,184,4.89,5.74,5.75,3.9,-0.484903211275454,4.34,3,6.534,5
"89518","thyroid",6,21,13.83,4.28,3.14,3.13,0.214249767431107,4.61,1,9.11,0
"89531","tibia",5,3,12.12,4.41,3.52,5.56,0.677150378590262,4.48,1,9.743,3
"89534","tic",4,28,8.06,4.24,4.41,3.71,0.212861674453296,3.77,1,6.498,43
"89535","tick",4,28,6.05,3.05,3.82,3.62,-0.347372877834971,4.57,4,9.339,43
"89542","ticker",6,9,9.94,4.43,3.84,5.82,-0.110171554830233,3.93,3,4.879,24
"89545","ticket",6,381,5.32,5.28,3.95,5,-0.604391503364838,4.7,5,7.017,7
"89561","tickle",5,2,4.35,6.14,5.86,5.28,-0.399713299829256,3.85,2,10.355,14
"89595","tide",4,438,6.68,6.55,5.47,4.76,-0.649761683551903,4.1,3,6.705,37
"89613","tidings",7,28,9.74,6.25,3.55,4.82,0.243817049018178,2.8,1,7.06,1
"89614","tidy",5,0,8.53,6.24,2.86,6.75,-0.483118663084218,3.03,1,9.146,5
"89618","tie",3,343,4.74,5.33,3.1,5.17,-0.491522153101791,4.81,9,8.643,45
"89644","tier",4,49,12.22,4.95,3.73,5.63,0.158805074819124,3.67,5,10.017,26
